Comunidades autónomas;Tipología penal;Sexo;Nacionalidad;periodo;Total
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Extranjera;2024;338
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Extranjera;2023;256
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Extranjera;2022;241
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Extranjera;2021;212
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Extranjera;2020;241
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Extranjera;2019;230
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Extranjera;2018;196
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Total;2024;1.814
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Total;2023;1.791
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Total;2022;1.851
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Total;2021;1.781
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Total;2020;1.744
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Total;2019;1.714
TOTAL NACIONAL;1.3.-Malos tratos ámbito familiar;Ambos sexos;Total;2018;1.638
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Española;2024;161
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Española;2023;174
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Española;2022;165
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Española;2021;168
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Española;2020;131
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Española;2019;115
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Española;2018;87
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Extranjera;2024;114
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Extranjera;2023;81
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Extranjera;2022;81
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Extranjera;2021;69
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Extranjera;2020;75
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Extranjera;2019;42
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Extranjera;2018;41
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Total;2024;275
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Total;2023;255
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Total;2022;246
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Total;2021;237
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Total;2020;206
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Total;2019;157
TOTAL NACIONAL;1.4.-Otros contra las personas;Masculino;Total;2018;128
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Española;2024;27
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Española;2023;44
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Española;2022;35
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Española;2021;34
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Española;2020;23
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Española;2019;31
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Española;2018;20
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Extranjera;2024;6
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Extranjera;2023;9
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Extranjera;2022;9
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Extranjera;2021;1
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Extranjera;2020;4
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Extranjera;2019;3
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Extranjera;2018;3
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Total;2024;33
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Total;2023;53
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Total;2022;44
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Total;2021;35
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Total;2020;27
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Total;2019;34
TOTAL NACIONAL;1.4.-Otros contra las personas;Femenino;Total;2018;23
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Española;2024;188
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Española;2023;218
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Española;2022;200
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Española;2021;202
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Española;2020;154
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Española;2019;146
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Española;2018;107
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Extranjera;2024;120
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Extranjera;2023;90
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Extranjera;2022;90
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Extranjera;2021;70
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Extranjera;2020;79
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Extranjera;2019;45
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Extranjera;2018;44
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Total;2024;308
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Total;2023;308
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Total;2022;290
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Total;2021;272
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Total;2020;233
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Total;2019;191
TOTAL NACIONAL;1.4.-Otros contra las personas;Ambos sexos;Total;2018;151
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Española;2024;1.483
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Española;2023;1.513
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Española;2022;1.380
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Española;2021;1.306
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Española;2020;1.137
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Española;2019;1.076
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Española;2018;1.055
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Extranjera;2024;537
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Extranjera;2023;457
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Extranjera;2022;391
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Extranjera;2021;363
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Extranjera;2020;323
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Extranjera;2019;306
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Extranjera;2018;248
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Total;2024;2.020
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Total;2023;1.970
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Total;2022;1.771
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Total;2021;1.669
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Total;2020;1.460
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Total;2019;1.382
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Masculino;Total;2018;1.303
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Española;2024;471
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Española;2023;533
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Española;2022;493
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Española;2021;461
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Española;2020;371
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Española;2019;358
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Española;2018;337
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Extranjera;2024;76
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Extranjera;2023;79
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Extranjera;2022;55
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Extranjera;2021;66
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Extranjera;2020;46
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Extranjera;2019;38
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Extranjera;2018;50
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Total;2024;547
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Total;2023;612
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Total;2022;548
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Total;2021;527
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Total;2020;417
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Total;2019;396
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Femenino;Total;2018;387
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Española;2024;1.954
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Española;2023;2.046
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Española;2022;1.873
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Española;2021;1.767
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Española;2020;1.508
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Española;2019;1.434
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Española;2018;1.392
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Extranjera;2024;613
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Extranjera;2023;536
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Extranjera;2022;446
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Extranjera;2021;429
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Extranjera;2020;369
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Extranjera;2019;344
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Extranjera;2018;298
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Total;2024;2.567
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Total;2023;2.582
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Total;2022;2.319
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Total;2021;2.196
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Total;2020;1.877
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Total;2019;1.778
TOTAL NACIONAL;2. CONTRA LA LIBERTAD;Ambos sexos;Total;2018;1.690
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Española;2024;142
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Española;2023;152
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Española;2022;155
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Española;2021;170
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Española;2020;166
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Española;2019;175
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Española;2018;138
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Extranjera;2024;34
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Extranjera;2023;31
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Extranjera;2022;19
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Extranjera;2021;21
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Extranjera;2020;29
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Extranjera;2019;22
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Extranjera;2018;18
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Total;2024;176
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Total;2023;183
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Total;2022;174
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Total;2021;191
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Total;2020;195
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Total;2019;197
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Masculino;Total;2018;156
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Española;2024;33
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Española;2023;35
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Española;2022;49
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Española;2021;56
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Española;2020;47
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Española;2019;43
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Española;2018;44
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Extranjera;2024;7
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Extranjera;2023;11
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Extranjera;2022;5
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Extranjera;2021;5
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Extranjera;2020;6
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Extranjera;2019;3
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Extranjera;2018;6
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Total;2024;40
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Total;2023;46
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Total;2022;54
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Total;2021;61
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Total;2020;53
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Total;2019;46
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Femenino;Total;2018;50
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Española;2024;175
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Española;2023;187
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Española;2022;204
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Española;2021;226
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Española;2020;213
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Española;2019;218
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Española;2018;182
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Extranjera;2024;41
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Extranjera;2023;42
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Extranjera;2022;24
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Extranjera;2021;26
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Extranjera;2020;35
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Extranjera;2019;25
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Extranjera;2018;24
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Total;2024;216
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Total;2023;229
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Total;2022;228
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Total;2021;252
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Total;2020;248
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Total;2019;243
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;Total;2018;206
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Española;2024;1.341
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Española;2023;1.361
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Española;2022;1.225
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Española;2021;1.136
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Española;2020;971
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Española;2019;901
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Española;2018;917
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Extranjera;2024;503
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Extranjera;2023;426
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Extranjera;2022;372
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Extranjera;2021;342
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Extranjera;2020;294
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Extranjera;2019;284
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Extranjera;2018;230
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Total;2024;1.844
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Total;2023;1.787
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Total;2022;1.597
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Total;2021;1.478
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Total;2020;1.265
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Total;2019;1.185
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;Total;2018;1.147
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Española;2024;438
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Española;2023;498
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Española;2022;444
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Española;2021;405
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Española;2020;324
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Española;2019;315
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Española;2018;293
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Extranjera;2024;69
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Extranjera;2023;68
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Extranjera;2022;50
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Extranjera;2021;61
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Extranjera;2020;40
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Extranjera;2019;35
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Extranjera;2018;44
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Total;2024;507
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Total;2023;566
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Total;2022;494
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Total;2021;466
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Total;2020;364
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Total;2019;350
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;Total;2018;337
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Española;2024;1.779
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Española;2023;1.859
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Española;2022;1.669
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Española;2021;1.541
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Española;2020;1.295
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Española;2019;1.216
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Española;2018;1.210
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Extranjera;2024;572
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Extranjera;2023;494
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Extranjera;2022;422
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Extranjera;2021;403
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Extranjera;2020;334
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Extranjera;2019;319
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Extranjera;2018;274
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Total;2024;2.351
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Total;2023;2.353
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Total;2022;2.091
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Total;2021;1.944
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Total;2020;1.629
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Total;2019;1.535
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;Total;2018;1.484
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Española;2024;795
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Española;2023;839
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Española;2022;720
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Española;2021;673
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Española;2020;493
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Española;2019;571
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Española;2018;489
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Extranjera;2024;264
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Extranjera;2023;215
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Extranjera;2022;207
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Extranjera;2021;177
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Extranjera;2020;112
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Extranjera;2019;137
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Extranjera;2018;147
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Total;2024;1.059
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Total;2023;1.054
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Total;2022;927
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Total;2021;850
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Total;2020;605
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Total;2019;708
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;Total;2018;636
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;Española;2024;108
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;Española;2023;142
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;Española;2022;93
