Comunidades autónomas;Tipología penal;Sexo;periodo;Total
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Masculino;2018;98
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Femenino;2024;3
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Femenino;2023;2
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Femenino;2022;1
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Femenino;2021;1
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Femenino;2020;1
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Femenino;2019;1
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Femenino;2018;4
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Ambos sexos;2024;185
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Ambos sexos;2023;148
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Ambos sexos;2022;112
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Ambos sexos;2021;120
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Ambos sexos;2020;87
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Ambos sexos;2019;109
MURCIA (REGIÓN DE);3.1.-Agresión sexual;Ambos sexos;2018;102
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Masculino;2024;44
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Masculino;2023;34
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Masculino;2022;40
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Masculino;2021;41
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Masculino;2020;32
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Masculino;2019;33
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Masculino;2018;21
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Femenino;2024;2
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Femenino;2023;0
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Femenino;2022;0
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Femenino;2021;0
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Femenino;2020;0
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Femenino;2019;0
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Femenino;2018;2
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Ambos sexos;2024;46
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Ambos sexos;2023;34
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Ambos sexos;2022;40
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Ambos sexos;2021;41
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Ambos sexos;2020;32
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Ambos sexos;2019;33
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;Ambos sexos;2018;23
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Masculino;2024;3
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Masculino;2023;6
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Masculino;2022;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Masculino;2021;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Masculino;2020;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Masculino;2019;2
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Masculino;2018;1
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Femenino;2024;1
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Femenino;2023;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Femenino;2022;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Femenino;2021;1
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Femenino;2020;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Femenino;2019;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Femenino;2018;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Ambos sexos;2024;4
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Ambos sexos;2023;6
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Ambos sexos;2022;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Ambos sexos;2021;1
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Ambos sexos;2020;0
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Ambos sexos;2019;2
MURCIA (REGIÓN DE);3.3.-Corrupción de menores o incapacitados;Ambos sexos;2018;1
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Masculino;2024;2
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Masculino;2023;4
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Masculino;2022;4
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Masculino;2021;3
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Masculino;2020;1
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Masculino;2019;4
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Masculino;2018;5
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Femenino;2024;0
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Femenino;2023;0
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Femenino;2022;0
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Femenino;2021;0
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Femenino;2020;0
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Femenino;2019;0
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Femenino;2018;0
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Ambos sexos;2024;2
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Ambos sexos;2023;4
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Ambos sexos;2022;4
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Ambos sexos;2021;3
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Ambos sexos;2020;1
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Ambos sexos;2019;4
MURCIA (REGIÓN DE);3.4.-Pornografía de menores;Ambos sexos;2018;5
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Masculino;2024;24
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Masculino;2023;19
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Masculino;2022;14
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Masculino;2021;12
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Masculino;2020;9
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Masculino;2019;13
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Masculino;2018;9
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Femenino;2024;1
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Femenino;2023;4
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Femenino;2022;1
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Femenino;2021;2
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Femenino;2020;2
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Femenino;2019;5
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Femenino;2018;6
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Ambos sexos;2024;25
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Ambos sexos;2023;23
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Ambos sexos;2022;15
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Ambos sexos;2021;14
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Ambos sexos;2020;11
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Ambos sexos;2019;18
MURCIA (REGIÓN DE);3.5.-Otros contra la libertad sexual;Ambos sexos;2018;15
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Masculino;2024;33
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Masculino;2023;45
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Masculino;2022;31
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Masculino;2021;32
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Masculino;2020;26
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Masculino;2019;27
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Masculino;2018;37
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Femenino;2024;11
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Femenino;2023;6
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Femenino;2022;9
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Femenino;2021;8
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Femenino;2020;5
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Femenino;2019;10
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Femenino;2018;10
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Ambos sexos;2024;44
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Ambos sexos;2023;51
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Ambos sexos;2022;40
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Ambos sexos;2021;40
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Ambos sexos;2020;31
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Ambos sexos;2019;37
MURCIA (REGIÓN DE);4. RELACIONES FAMILIARES;Ambos sexos;2018;47
MURCIA (REGIÓN DE);5. PATRIMONIO;Masculino;2024;2.205
MURCIA (REGIÓN DE);5. PATRIMONIO;Masculino;2023;1.955
MURCIA (REGIÓN DE);5. PATRIMONIO;Masculino;2022;1.623
MURCIA (REGIÓN DE);5. PATRIMONIO;Masculino;2021;1.189
MURCIA (REGIÓN DE);5. PATRIMONIO;Masculino;2020;1.046
MURCIA (REGIÓN DE);5. PATRIMONIO;Masculino;2019;950
MURCIA (REGIÓN DE);5. PATRIMONIO;Masculino;2018;1.005
MURCIA (REGIÓN DE);5. PATRIMONIO;Femenino;2024;236
MURCIA (REGIÓN DE);5. PATRIMONIO;Femenino;2023;206
MURCIA (REGIÓN DE);5. PATRIMONIO;Femenino;2022;195
MURCIA (REGIÓN DE);5. PATRIMONIO;Femenino;2021;143
MURCIA (REGIÓN DE);5. PATRIMONIO;Femenino;2020;141
MURCIA (REGIÓN DE);5. PATRIMONIO;Femenino;2019;181
MURCIA (REGIÓN DE);5. PATRIMONIO;Femenino;2018;156
MURCIA (REGIÓN DE);5. PATRIMONIO;Ambos sexos;2024;2.441
MURCIA (REGIÓN DE);5. PATRIMONIO;Ambos sexos;2023;2.161
MURCIA (REGIÓN DE);5. PATRIMONIO;Ambos sexos;2022;1.818
MURCIA (REGIÓN DE);5. PATRIMONIO;Ambos sexos;2021;1.332
MURCIA (REGIÓN DE);5. PATRIMONIO;Ambos sexos;2020;1.187
MURCIA (REGIÓN DE);5. PATRIMONIO;Ambos sexos;2019;1.131
MURCIA (REGIÓN DE);5. PATRIMONIO;Ambos sexos;2018;1.161
MURCIA (REGIÓN DE);5.1.-Hurtos;Masculino;2024;703
MURCIA (REGIÓN DE);5.1.-Hurtos;Masculino;2023;570
MURCIA (REGIÓN DE);5.1.-Hurtos;Masculino;2022;400
MURCIA (REGIÓN DE);5.1.-Hurtos;Masculino;2021;225
MURCIA (REGIÓN DE);5.1.-Hurtos;Masculino;2020;215
MURCIA (REGIÓN DE);5.1.-Hurtos;Masculino;2019;259
MURCIA (REGIÓN DE);5.1.-Hurtos;Masculino;2018;307
MURCIA (REGIÓN DE);5.1.-Hurtos;Femenino;2024;112
MURCIA (REGIÓN DE);5.1.-Hurtos;Femenino;2023;91
MURCIA (REGIÓN DE);5.1.-Hurtos;Femenino;2022;89
MURCIA (REGIÓN DE);5.1.-Hurtos;Femenino;2021;60
MURCIA (REGIÓN DE);5.1.-Hurtos;Femenino;2020;53
MURCIA (REGIÓN DE);5.1.-Hurtos;Femenino;2019;97
MURCIA (REGIÓN DE);5.1.-Hurtos;Femenino;2018;67
MURCIA (REGIÓN DE);5.1.-Hurtos;Ambos sexos;2024;815
MURCIA (REGIÓN DE);5.1.-Hurtos;Ambos sexos;2023;661
MURCIA (REGIÓN DE);5.1.-Hurtos;Ambos sexos;2022;489
MURCIA (REGIÓN DE);5.1.-Hurtos;Ambos sexos;2021;285
MURCIA (REGIÓN DE);5.1.-Hurtos;Ambos sexos;2020;268
MURCIA (REGIÓN DE);5.1.-Hurtos;Ambos sexos;2019;356
MURCIA (REGIÓN DE);5.1.-Hurtos;Ambos sexos;2018;374
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Masculino;2024;496
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Masculino;2023;494
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Masculino;2022;440
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Masculino;2021;374
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Masculino;2020;327
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Masculino;2019;247
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Masculino;2018;303
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Femenino;2024;14
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Femenino;2023;17
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Femenino;2022;13
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Femenino;2021;17
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Femenino;2020;10
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Femenino;2019;6
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Femenino;2018;18
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;2024;510
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;2023;511
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;2022;453
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;2021;391
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;2020;337
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;2019;253
MURCIA (REGIÓN DE);5.2.-Robos con fuerza en las cosas;Ambos sexos;2018;321
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2024;119
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2023;146
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2022;100
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2021;79
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2020;64
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2019;44
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2018;63
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2024;1
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2023;4
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2022;2
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2021;0
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2020;0
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2019;0
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2018;1
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2024;120
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2023;150
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2022;102
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2021;79
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2020;64
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2019;44
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2018;64
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Masculino;2024;181
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Masculino;2023;161
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Masculino;2022;165
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Masculino;2021;161
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Masculino;2020;178
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Masculino;2019;127
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Masculino;2018;161
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2024;9
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2023;8
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2022;11
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2021;12
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2020;9
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2019;4
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2018;12
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2024;190
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2023;169
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2022;176
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2021;173
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2020;187
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2019;131
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2018;173
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2024;123
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2023;93
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2022;82
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2021;82
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2020;47
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2019;37
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2018;41
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2024;4
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2023;3
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2022;0
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2021;3
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2020;1
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2019;1
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2018;0
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2024;127
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2023;96
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2022;82
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2021;85
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2020;48
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2019;38
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2018;41
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Masculino;2024;584
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Masculino;2023;453
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Masculino;2022;411
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Masculino;2021;235
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Masculino;2020;189
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Masculino;2019;175
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Masculino;2018;149
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Femenino;2024;26
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Femenino;2023;20
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Femenino;2022;10
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Femenino;2021;6
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Femenino;2020;9
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Femenino;2019;14
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Femenino;2018;17
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2024;610
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2023;473
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2022;421
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2021;241
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2020;198
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2019;189
MURCIA (REGIÓN DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2018;166
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Masculino;2024;374
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Masculino;2023;284
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Masculino;2022;267
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Masculino;2021;155
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Masculino;2020;99
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Masculino;2019;105
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Masculino;2018;105
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Femenino;2024;11
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Femenino;2023;6
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Femenino;2022;1
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Femenino;2021;1
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Femenino;2020;8
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Femenino;2019;6
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Femenino;2018;6
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2024;385
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2023;290
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2022;268
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2021;156
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2020;107
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2019;111
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2018;111
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Masculino;2024;27
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Masculino;2023;34
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Masculino;2022;22
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Masculino;2021;12
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Masculino;2020;27
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Masculino;2019;12
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Masculino;2018;11
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Femenino;2024;3
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Femenino;2023;3
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Femenino;2022;4
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Femenino;2021;0
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Femenino;2020;1
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Femenino;2019;0
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Femenino;2018;1
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2024;30
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2023;37
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2022;26
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2021;12
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2020;28
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2019;12
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2018;12
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2024;123
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2023;80
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2022;72
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2021;31
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2020;34
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2019;20
