Provincias;Tipología penal;Sexo;periodo;Total
Salamanca;6.2.-Contra la seguridad vial;Femenino;2023;3
Salamanca;6.2.-Contra la seguridad vial;Femenino;2022;3
Salamanca;6.2.-Contra la seguridad vial;Femenino;2021;0
Salamanca;6.2.-Contra la seguridad vial;Femenino;2020;4
Salamanca;6.2.-Contra la seguridad vial;Femenino;2019;2
Salamanca;6.2.-Contra la seguridad vial;Femenino;2018;3
Salamanca;6.2.-Contra la seguridad vial;Ambos sexos;2024;34
Salamanca;6.2.-Contra la seguridad vial;Ambos sexos;2023;36
Salamanca;6.2.-Contra la seguridad vial;Ambos sexos;2022;41
Salamanca;6.2.-Contra la seguridad vial;Ambos sexos;2021;29
Salamanca;6.2.-Contra la seguridad vial;Ambos sexos;2020;33
Salamanca;6.2.-Contra la seguridad vial;Ambos sexos;2019;22
Salamanca;6.2.-Contra la seguridad vial;Ambos sexos;2018;32
Salamanca;6.3.-Otros contra la seguridad colectiva;Masculino;2024;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Masculino;2023;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Masculino;2022;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Masculino;2021;3
Salamanca;6.3.-Otros contra la seguridad colectiva;Masculino;2020;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Masculino;2019;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Masculino;2018;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Femenino;2024;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Femenino;2023;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Femenino;2022;1
Salamanca;6.3.-Otros contra la seguridad colectiva;Femenino;2021;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Femenino;2020;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Femenino;2019;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Femenino;2018;1
Salamanca;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2024;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2023;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2022;1
Salamanca;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2021;3
Salamanca;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2020;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2019;0
Salamanca;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2018;1
Salamanca;7. FALSEDADES;Masculino;2024;8
Salamanca;7. FALSEDADES;Masculino;2023;5
Salamanca;7. FALSEDADES;Masculino;2022;7
Salamanca;7. FALSEDADES;Masculino;2021;14
Salamanca;7. FALSEDADES;Masculino;2020;9
Salamanca;7. FALSEDADES;Masculino;2019;11
Salamanca;7. FALSEDADES;Masculino;2018;9
Salamanca;7. FALSEDADES;Femenino;2024;1
Salamanca;7. FALSEDADES;Femenino;2023;2
Salamanca;7. FALSEDADES;Femenino;2022;2
Salamanca;7. FALSEDADES;Femenino;2021;4
Salamanca;7. FALSEDADES;Femenino;2020;2
Salamanca;7. FALSEDADES;Femenino;2019;5
Salamanca;7. FALSEDADES;Femenino;2018;1
Salamanca;7. FALSEDADES;Ambos sexos;2024;9
Salamanca;7. FALSEDADES;Ambos sexos;2023;7
Salamanca;7. FALSEDADES;Ambos sexos;2022;9
Salamanca;7. FALSEDADES;Ambos sexos;2021;18
Salamanca;7. FALSEDADES;Ambos sexos;2020;11
Salamanca;7. FALSEDADES;Ambos sexos;2019;16
Salamanca;7. FALSEDADES;Ambos sexos;2018;10
Salamanca;8. ADMÓN. PÚBLICA;Masculino;2024;0
Salamanca;8. ADMÓN. PÚBLICA;Masculino;2023;0
Salamanca;8. ADMÓN. PÚBLICA;Masculino;2022;0
Salamanca;8. ADMÓN. PÚBLICA;Masculino;2021;0
Salamanca;8. ADMÓN. PÚBLICA;Masculino;2020;0
Salamanca;8. ADMÓN. PÚBLICA;Masculino;2019;2
Salamanca;8. ADMÓN. PÚBLICA;Masculino;2018;0
Salamanca;8. ADMÓN. PÚBLICA;Femenino;2024;0
Salamanca;8. ADMÓN. PÚBLICA;Femenino;2023;0
Salamanca;8. ADMÓN. PÚBLICA;Femenino;2022;0
Salamanca;8. ADMÓN. PÚBLICA;Femenino;2021;0
Salamanca;8. ADMÓN. PÚBLICA;Femenino;2020;0
Salamanca;8. ADMÓN. PÚBLICA;Femenino;2019;0
Salamanca;8. ADMÓN. PÚBLICA;Femenino;2018;0
Salamanca;8. ADMÓN. PÚBLICA;Ambos sexos;2024;0
Salamanca;8. ADMÓN. PÚBLICA;Ambos sexos;2023;0
Salamanca;8. ADMÓN. PÚBLICA;Ambos sexos;2022;0
Salamanca;8. ADMÓN. PÚBLICA;Ambos sexos;2021;0
Salamanca;8. ADMÓN. PÚBLICA;Ambos sexos;2020;0
Salamanca;8. ADMÓN. PÚBLICA;Ambos sexos;2019;2
Salamanca;8. ADMÓN. PÚBLICA;Ambos sexos;2018;0
Salamanca;9. ADMÓN. JUSTICIA;Masculino;2024;22
Salamanca;9. ADMÓN. JUSTICIA;Masculino;2023;13
Salamanca;9. ADMÓN. JUSTICIA;Masculino;2022;14
Salamanca;9. ADMÓN. JUSTICIA;Masculino;2021;13
Salamanca;9. ADMÓN. JUSTICIA;Masculino;2020;14
Salamanca;9. ADMÓN. JUSTICIA;Masculino;2019;12
Salamanca;9. ADMÓN. JUSTICIA;Masculino;2018;5
Salamanca;9. ADMÓN. JUSTICIA;Femenino;2024;0
Salamanca;9. ADMÓN. JUSTICIA;Femenino;2023;0
Salamanca;9. ADMÓN. JUSTICIA;Femenino;2022;0
Salamanca;9. ADMÓN. JUSTICIA;Femenino;2021;0
Salamanca;9. ADMÓN. JUSTICIA;Femenino;2020;0
Salamanca;9. ADMÓN. JUSTICIA;Femenino;2019;0
Salamanca;9. ADMÓN. JUSTICIA;Femenino;2018;1
Salamanca;9. ADMÓN. JUSTICIA;Ambos sexos;2024;22
Salamanca;9. ADMÓN. JUSTICIA;Ambos sexos;2023;13
Salamanca;9. ADMÓN. JUSTICIA;Ambos sexos;2022;14
Salamanca;9. ADMÓN. JUSTICIA;Ambos sexos;2021;13
Salamanca;9. ADMÓN. JUSTICIA;Ambos sexos;2020;14
Salamanca;9. ADMÓN. JUSTICIA;Ambos sexos;2019;12
Salamanca;9. ADMÓN. JUSTICIA;Ambos sexos;2018;6
Salamanca;10. ORDEN PÚBLICO;Masculino;2024;22
Salamanca;10. ORDEN PÚBLICO;Masculino;2023;20
Salamanca;10. ORDEN PÚBLICO;Masculino;2022;13
Salamanca;10. ORDEN PÚBLICO;Masculino;2021;18
Salamanca;10. ORDEN PÚBLICO;Masculino;2020;31
Salamanca;10. ORDEN PÚBLICO;Masculino;2019;14
Salamanca;10. ORDEN PÚBLICO;Masculino;2018;15
Salamanca;10. ORDEN PÚBLICO;Femenino;2024;5
Salamanca;10. ORDEN PÚBLICO;Femenino;2023;6
Salamanca;10. ORDEN PÚBLICO;Femenino;2022;3
Salamanca;10. ORDEN PÚBLICO;Femenino;2021;2
Salamanca;10. ORDEN PÚBLICO;Femenino;2020;4
Salamanca;10. ORDEN PÚBLICO;Femenino;2019;4
Salamanca;10. ORDEN PÚBLICO;Femenino;2018;5
Salamanca;10. ORDEN PÚBLICO;Ambos sexos;2024;27
Salamanca;10. ORDEN PÚBLICO;Ambos sexos;2023;26
Salamanca;10. ORDEN PÚBLICO;Ambos sexos;2022;16
Salamanca;10. ORDEN PÚBLICO;Ambos sexos;2021;20
Salamanca;10. ORDEN PÚBLICO;Ambos sexos;2020;35
Salamanca;10. ORDEN PÚBLICO;Ambos sexos;2019;18
Salamanca;10. ORDEN PÚBLICO;Ambos sexos;2018;20
Salamanca;11. LEGISLACIÓN ESPECIAL;Masculino;2024;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Masculino;2023;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Masculino;2022;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Masculino;2021;1
Salamanca;11. LEGISLACIÓN ESPECIAL;Masculino;2020;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Masculino;2019;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Masculino;2018;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Femenino;2024;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Femenino;2023;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Femenino;2022;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Femenino;2021;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Femenino;2020;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Femenino;2019;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Femenino;2018;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2024;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2023;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2022;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2021;1
Salamanca;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2020;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2019;0
Salamanca;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2018;0
Salamanca;12. OTRAS INFRACCIONES PENALES;Masculino;2024;2
Salamanca;12. OTRAS INFRACCIONES PENALES;Masculino;2023;0
Salamanca;12. OTRAS INFRACCIONES PENALES;Masculino;2022;1
Salamanca;12. OTRAS INFRACCIONES PENALES;Masculino;2021;2
Salamanca;12. OTRAS INFRACCIONES PENALES;Masculino;2020;2
Salamanca;12. OTRAS INFRACCIONES PENALES;Masculino;2019;0
Salamanca;12. OTRAS INFRACCIONES PENALES;Masculino;2018;1
Salamanca;12. OTRAS INFRACCIONES PENALES;Femenino;2024;6
Salamanca;12. OTRAS INFRACCIONES PENALES;Femenino;2023;1
Salamanca;12. OTRAS INFRACCIONES PENALES;Femenino;2022;0
Salamanca;12. OTRAS INFRACCIONES PENALES;Femenino;2021;0
Salamanca;12. OTRAS INFRACCIONES PENALES;Femenino;2020;2
Salamanca;12. OTRAS INFRACCIONES PENALES;Femenino;2019;1
Salamanca;12. OTRAS INFRACCIONES PENALES;Femenino;2018;1
Salamanca;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2024;8
Salamanca;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2023;1
Salamanca;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2022;1
Salamanca;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2021;2
Salamanca;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2020;4
Salamanca;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2019;1
Salamanca;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2018;2
Salamanca;TOTAL INFRACCIONES PENALES;Masculino;2024;356
Salamanca;TOTAL INFRACCIONES PENALES;Masculino;2023;358
Salamanca;TOTAL INFRACCIONES PENALES;Masculino;2022;284
Salamanca;TOTAL INFRACCIONES PENALES;Masculino;2021;241
Salamanca;TOTAL INFRACCIONES PENALES;Masculino;2020;217
Salamanca;TOTAL INFRACCIONES PENALES;Masculino;2019;235
Salamanca;TOTAL INFRACCIONES PENALES;Masculino;2018;242
Salamanca;TOTAL INFRACCIONES PENALES;Femenino;2024;86
Salamanca;TOTAL INFRACCIONES PENALES;Femenino;2023;73
Salamanca;TOTAL INFRACCIONES PENALES;Femenino;2022;70
Salamanca;TOTAL INFRACCIONES PENALES;Femenino;2021;45
Salamanca;TOTAL INFRACCIONES PENALES;Femenino;2020;46
Salamanca;TOTAL INFRACCIONES PENALES;Femenino;2019;60
Salamanca;TOTAL INFRACCIONES PENALES;Femenino;2018;76
Salamanca;TOTAL INFRACCIONES PENALES;Ambos sexos;2024;442
Salamanca;TOTAL INFRACCIONES PENALES;Ambos sexos;2023;431
Salamanca;TOTAL INFRACCIONES PENALES;Ambos sexos;2022;354
Salamanca;TOTAL INFRACCIONES PENALES;Ambos sexos;2021;286
Salamanca;TOTAL INFRACCIONES PENALES;Ambos sexos;2020;263
Salamanca;TOTAL INFRACCIONES PENALES;Ambos sexos;2019;295
Salamanca;TOTAL INFRACCIONES PENALES;Ambos sexos;2018;318
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Masculino;2024;927
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Masculino;2023;825
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Masculino;2022;784
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Masculino;2021;690
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Masculino;2020;552
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Masculino;2019;586
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Masculino;2018;668
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Femenino;2024;93
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Femenino;2023;108
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Femenino;2022;107
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Femenino;2021;67
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Femenino;2020;88
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Femenino;2019;67
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Femenino;2018;72
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Ambos sexos;2024;1.020
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Ambos sexos;2023;933
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Ambos sexos;2022;891
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Ambos sexos;2021;757
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Ambos sexos;2020;640
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Ambos sexos;2019;653
Santa Cruz de Tenerife;1. CONTRA LAS PERSONAS;Ambos sexos;2018;740
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Masculino;2024;15
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Masculino;2023;26
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Masculino;2022;7
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Masculino;2021;13
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Masculino;2020;9
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Masculino;2019;7
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Masculino;2018;10
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Femenino;2024;2
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Femenino;2023;1
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Femenino;2022;2
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Femenino;2021;2
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Femenino;2020;0
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Femenino;2019;0
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Femenino;2018;3
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2024;17
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2023;27
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2022;9
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2021;15
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2020;9
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2019;7
Santa Cruz de Tenerife;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2018;13
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2024;4
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2023;10
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2022;2
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2021;6
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2020;1
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2019;3
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2018;0
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2024;1
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2023;1
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2022;0
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2021;0
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2020;0
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2019;0
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2018;1
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2024;5
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2023;11
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2022;2
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2021;6
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2020;1
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2019;3
Santa Cruz de Tenerife;1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2018;1
Santa Cruz de Tenerife;1.2.-Lesiones;Masculino;2024;233
Santa Cruz de Tenerife;1.2.-Lesiones;Masculino;2023;188
Santa Cruz de Tenerife;1.2.-Lesiones;Masculino;2022;208
Santa Cruz de Tenerife;1.2.-Lesiones;Masculino;2021;178
Santa Cruz de Tenerife;1.2.-Lesiones;Masculino;2020;150
Santa Cruz de Tenerife;1.2.-Lesiones;Masculino;2019;168
Santa Cruz de Tenerife;1.2.-Lesiones;Masculino;2018;218
Santa Cruz de Tenerife;1.2.-Lesiones;Femenino;2024;28
Santa Cruz de Tenerife;1.2.-Lesiones;Femenino;2023;31
Santa Cruz de Tenerife;1.2.-Lesiones;Femenino;2022;45
Santa Cruz de Tenerife;1.2.-Lesiones;Femenino;2021;35
Santa Cruz de Tenerife;1.2.-Lesiones;Femenino;2020;37
Santa Cruz de Tenerife;1.2.-Lesiones;Femenino;2019;33
Santa Cruz de Tenerife;1.2.-Lesiones;Femenino;2018;31
Santa Cruz de Tenerife;1.2.-Lesiones;Ambos sexos;2024;261
Santa Cruz de Tenerife;1.2.-Lesiones;Ambos sexos;2023;219
Santa Cruz de Tenerife;1.2.-Lesiones;Ambos sexos;2022;253
Santa Cruz de Tenerife;1.2.-Lesiones;Ambos sexos;2021;213
Santa Cruz de Tenerife;1.2.-Lesiones;Ambos sexos;2020;187
Santa Cruz de Tenerife;1.2.-Lesiones;Ambos sexos;2019;201
Santa Cruz de Tenerife;1.2.-Lesiones;Ambos sexos;2018;249
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Masculino;2024;657
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Masculino;2023;599
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Masculino;2022;563
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Masculino;2021;415
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Masculino;2020;385
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Masculino;2019;402
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Masculino;2018;424
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Femenino;2024;61
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Femenino;2023;75
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Femenino;2022;58
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Femenino;2021;30
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Femenino;2020;50
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Femenino;2019;32
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Femenino;2018;35
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Ambos sexos;2024;718
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Ambos sexos;2023;674
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Ambos sexos;2022;621
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Ambos sexos;2021;445
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Ambos sexos;2020;435
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Ambos sexos;2019;434
Santa Cruz de Tenerife;1.3.-Malos tratos ámbito familiar;Ambos sexos;2018;459
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Masculino;2024;22
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Masculino;2023;12
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Masculino;2022;6
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Masculino;2021;84
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Masculino;2020;8
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Masculino;2019;9
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Masculino;2018;16
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Femenino;2024;2
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Femenino;2023;1
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Femenino;2022;2
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Femenino;2021;0
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Femenino;2020;1
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Femenino;2019;2
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Femenino;2018;3
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Ambos sexos;2024;24
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Ambos sexos;2023;13
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Ambos sexos;2022;8
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Ambos sexos;2021;84
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Ambos sexos;2020;9
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Ambos sexos;2019;11
Santa Cruz de Tenerife;1.4.-Otros contra las personas;Ambos sexos;2018;19
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Masculino;2024;328
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Masculino;2023;327
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Masculino;2022;239
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Masculino;2021;224
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Masculino;2020;204
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Masculino;2019;255
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Masculino;2018;208
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Femenino;2024;45
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Femenino;2023;43
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Femenino;2022;44
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Femenino;2021;42
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Femenino;2020;42
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Femenino;2019;45
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Femenino;2018;45
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Ambos sexos;2024;373
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Ambos sexos;2023;370
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Ambos sexos;2022;283
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Ambos sexos;2021;266
Santa Cruz de Tenerife;2. CONTRA LA LIBERTAD;Ambos sexos;2020;246
